from,to,name_from,ref_prod_from,location_from,name_to,ref_prod_to,location_to
36,310,market for benzene,benzene,GLO,market for benzene,benzene,RoW
37,310,market for benzene,benzene,GLO,market for benzene,benzene,RoW
38,310,market for benzene,benzene,GLO,market for benzene,benzene,RoW
39,310,market for benzene,benzene,GLO,market for benzene,benzene,RoW
35,310,market for polycarbonate,polycarbonate,GLO,market for polycarbonate,polycarbonate,RoW
36,310,market for polycarbonate,polycarbonate,GLO,market for polycarbonate,polycarbonate,RoW
37,310,market for polycarbonate,polycarbonate,GLO,market for polycarbonate,polycarbonate,RoW
38,310,market for polycarbonate,polycarbonate,GLO,market for polycarbonate,polycarbonate,RoW
39,310,market for polycarbonate,polycarbonate,GLO,market for polycarbonate,polycarbonate,RoW
35,310,market for xylene,xylene,RER,"market for xylene, mixed","xylene, mixed",RER
36,310,market for xylene,xylene,RER,"market for xylene, mixed","xylene, mixed",RER
37,310,market for xylene,xylene,RER,"market for xylene, mixed","xylene, mixed",RER
38,310,market for xylene,xylene,RER,"market for xylene, mixed","xylene, mixed",RER
39,310,market for xylene,xylene,RER,"market for xylene, mixed","xylene, mixed",RER
35,310,market for ethylenediamine,ethylenediamine,RER,market for ethylene diamine,ethylene diamine,RER
36,310,market for ethylenediamine,ethylenediamine,RER,market for ethylene diamine,ethylene diamine,RER
37,310,market for ethylenediamine,ethylenediamine,RER,market for ethylene diamine,ethylene diamine,RER
38,310,market for ethylenediamine,ethylenediamine,RER,market for ethylene diamine,ethylene diamine,RER
39,310,market for ethylenediamine,ethylenediamine,RER,market for ethylene diamine,ethylene diamine,RER
35,310,"treatment of municipal solid waste, incineration",municipal solid waste,CH,"treatment of municipal solid waste, municipal incineration FAE",municipal solid waste,CH
36,310,"treatment of municipal solid waste, incineration",municipal solid waste,CH,"treatment of municipal solid waste, municipal incineration FAE",municipal solid waste,CH
38,310,"treatment of municipal solid waste, incineration",municipal solid waste,CH,"treatment of municipal solid waste, municipal incineration FAE",municipal solid waste,CH
39,310,"treatment of municipal solid waste, incineration",municipal solid waste,CH,"treatment of municipal solid waste, municipal incineration FAE",municipal solid waste,CH
35,310,"market for hydrogen, gaseous","hydrogen, gaseous",GLO,"market for hydrogen, gaseous, low pressure","hydrogen, gaseous, low pressure",RoW
35,310,"treatment of waste polyvinylfluoride, municipal incineration","waste polyvinylfluoride","CH","treatment of waste polyvinylfluoride, municipal incineration FAE","waste polyvinylfluoride",CH
36,310,"treatment of waste polyvinylfluoride, municipal incineration","waste polyvinylfluoride","CH","treatment of waste polyvinylfluoride, municipal incineration FAE","waste polyvinylfluoride",CH
37,310,"treatment of waste polyvinylfluoride, municipal incineration","waste polyvinylfluoride","CH","treatment of waste polyvinylfluoride, municipal incineration FAE","waste polyvinylfluoride",CH
38,310,"treatment of waste polyvinylfluoride, municipal incineration","waste polyvinylfluoride","CH","treatment of waste polyvinylfluoride, municipal incineration FAE","waste polyvinylfluoride",CH
39,310,"treatment of waste polyvinylfluoride, municipal incineration","waste polyvinylfluoride","CH","treatment of waste polyvinylfluoride, municipal incineration FAE","waste polyvinylfluoride",CH
39,310,market for blast furnace slag,blast furnace slag,GLO,,,RoW
310,37,"market for sodium hydroxide, without water, in 50% solution state","sodium hydroxide, without water, in 50% solution state",RER,,,GLO
310,38,"market for sodium hydroxide, without water, in 50% solution state","sodium hydroxide, without water, in 50% solution state",RER,,,GLO
310,39,"market for sodium hydroxide, without water, in 50% solution state","sodium hydroxide, without water, in 50% solution state",RER,,,GLO
37,310,"market for neutralising agent, sodium hydroxide-equivalent","neutralising agent, sodium hydroxide-equivalent",GLO,,,RoW
38,310,"market for neutralising agent, sodium hydroxide-equivalent","neutralising agent, sodium hydroxide-equivalent",GLO,,,RoW
39,310,"market for neutralising agent, sodium hydroxide-equivalent","neutralising agent, sodium hydroxide-equivalent",GLO,,,RoW
310,39,"market for diethylene glycol","diethylene glycol","RER","market for diethylene glycol","diethylene glycol","GLO"
310,38,"market for diethylene glycol","diethylene glycol","RER","market for diethylene glycol","diethylene glycol","GLO"
310,37,"market for diethylene glycol","diethylene glycol","RER","market for diethylene glycol","diethylene glycol","GLO"
310,39,"unsaturated hydrocarbons production, steam cracking operation, average","hydrogen, gaseous, low pressure","RER","hydrogen production, steam reforming","hydrogen, gaseous","RER"
310,38,"unsaturated hydrocarbons production, steam cracking operation, average","hydrogen, gaseous, low pressure","RER","hydrogen production, gaseous, petroleum refinery operation","hydrogen, gaseous","Europe without Switzerland"
310,39,"market for methanol","methanol","RER","market for methanol","methanol","GLO"
310,38,"market for methanol","methanol","RER","market for methanol","methanol","GLO"
310,37,"market for methanol","methanol","RER","market for methanol","methanol","GLO"
310,39,"market for waste aluminium","waste aluminium","RoW","market for waste aluminium","waste aluminium","GLO"
310,38,"market for waste aluminium","waste aluminium","RoW","market for waste aluminium","waste aluminium","GLO"
310,37,"market for waste aluminium","waste aluminium","RoW","market for waste aluminium","waste aluminium","GLO"
310,37,"market for hydrogen, gaseous, low pressure","hydrogen, gaseous, low pressure",RER,"market for hydrogen, gaseous","hydrogen, gaseous",GLO
310,38,"market for hydrogen, gaseous, low pressure","hydrogen, gaseous, low pressure",RER,"market for hydrogen, gaseous","hydrogen, gaseous",GLO
310,39,"market for hydrogen, gaseous, low pressure","hydrogen, gaseous, low pressure",RER,"market for hydrogen, gaseous","hydrogen, gaseous",GLO
310,37,"treatment of waste polystyrene, municipal incineration FAE","waste polystyrene","CH","treatment of waste polystyrene, municipal incineration with fly ash extraction","waste polystyrene",CH
310,38,"treatment of waste polystyrene, municipal incineration FAE","waste polystyrene","CH","treatment of waste polystyrene, municipal incineration with fly ash extraction","waste polystyrene",CH
310,39,"treatment of waste polystyrene, municipal incineration FAE","waste polystyrene","CH","treatment of waste polystyrene, municipal incineration with fly ash extraction","waste polystyrene",CH
310,37,"market for t-butyl amine","t-butyl amine","GLO","market for tert-butyl amine","tert-butyl amine",GLO
310,38,"market for t-butyl amine","t-butyl amine","GLO","market for tert-butyl amine","tert-butyl amine",GLO
310,39,"market for t-butyl amine","t-butyl amine","GLO","market for tert-butyl amine","tert-butyl amine",GLO
310,37,"market for chloroform","chloroform",RER,"market for trichloromethane","trichloromethane",RER
310,38,"market for chloroform","chloroform",RER,"market for trichloromethane","trichloromethane",RER
310,39,"market for chloroform","chloroform",RER,"market for trichloromethane","trichloromethane",RER
310,37,"market for benzene","benzene","RER","market for benzene","benzene","GLO"
310,38,"market for benzene","benzene","RER","market for benzene","benzene","GLO"
310,39,"market for benzene","benzene","RER","market for benzene","benzene","GLO"
310,38,"market for natural gas, low pressure","natural gas, low pressure",DE,"market for natural gas, low pressure","natural gas, low pressure",RoW
310,37,"market for natural gas, low pressure","natural gas, low pressure",DE,"market for natural gas, low pressure","natural gas, low pressure",RoW
310,38,"treatment of wastewater from PV cell production, wastewater treatment",wastewater from PV cell production,CH,"treatment of wastewater from PV cell production, capacity 5E9l/year",wastewater from PV cell production,CH
310,39,"market for iron(III) chloride, without water, in 40% solution state","iron(III) chloride, without water, in 40% solution state",GLO,"market for iron(III) chloride, without water, in 40% solution state","iron (III) chloride, without water, in 40% solution state",GLO
310,38,"market for iron(III) chloride, without water, in 40% solution state","iron(III) chloride, without water, in 40% solution state",GLO,"market for iron (III) chloride, without water, in 40% solution state","iron (III) chloride, without water, in 40% solution state",GLO
310,37,"market for iron(III) chloride, without water, in 40% solution state","iron(III) chloride, without water, in 40% solution state",GLO,"market for iron (III) chloride, without water, in 40% solution state","iron (III) chloride, without water, in 40% solution state",GLO
39,37,"vanadium-titanomagnetite mine operation and beneficiation","iron ore concentrate","CN","market for iron ore concentrate","iron ore concentrate","GLO"
39,37,"market for aluminium collector foil, for Li-ion battery","aluminium collector foil, for Li-ion battery","GLO","market for aluminium, wrought alloy","aluminium, wrought alloy","GLO"
310,37,"market for photovoltaics, electric installation for 3kWp module, at building","photovoltaics, electric installation for 3kWp module, at building","GLO","market for photovoltaics, electric installation for 3kWp module, at building","photovoltaic plant, electric installation for 3kWp module","GLO"
310,37,"market for battery, Li-ion, NMC811, rechargeable, prismatic","battery, Li-ion, NMC811, rechargeable, prismatic","GLO","market for battery, Li-ion, rechargeable, prismatic","battery, Li-ion, rechargeable, prismatic",GLO
310,37,"market for battery, Li-ion, NMC111, rechargeable, prismatic","battery, Li-ion, NMC111, rechargeable, prismatic","GLO","market for battery, Li-ion, rechargeable, prismatic","battery, Li-ion, rechargeable, prismatic",GLO
310,37,"market for battery, Li-ion, NCA, rechargeable, prismatic","battery, Li-ion, NCA, rechargeable, prismatic","GLO","market for battery, Li-ion, rechargeable, prismatic","battery, Li-ion, rechargeable, prismatic",GLO
