from,to,name_from,ref_prod_from,location_from,name_to,ref_prod_to,location_to
37,36,"market for inorganic potassium fertiliser, as K2O","inorganic potassium fertiliser, as K2O",ID,"market for potassium fertiliser, as K2O","potassium fertiliser, as K2O",GLO
37,35,"market for inorganic potassium fertiliser, as K2O","inorganic potassium fertiliser, as K2O",ID,"market for potassium fertiliser, as K2O","potassium fertiliser, as K2O",GLO
37,35,"market for compressed air, 1000 kPa gauge","compressed air, 1000 kPa gauge",RER,,,GLO
37,35,"market group for electricity, low voltage","electricity, low voltage",BR,"market for electricity, low voltage","electricity, low voltage",
37,35,market for tap water,tap water,BR,,,RoW
37,35,"market for eucalyptus seedling, for planting","eucalyptus seedling, for planting",GLO,market for tree seedling,"tree seedling, for planting",
37,35,"market for gypsum, mineral","gypsum, mineral",RoW,,,GLO
37,35,"market for packaging, for fertilisers","packaging, for fertilisers",GLO,market for liquid packaging board container,liquid packaging board container,GLO
37,35,"market for packaging, for pesticides","packaging, for pesticides",GLO,market for liquid packaging board container,liquid packaging board container,GLO
37,35,market for concrete block,concrete block,DE,,,GLO
37,35,"market for water, completely softened","water, completely softened",RER,"water production, completely softened, from decarbonised water, at user","water, completely softened, from decarbonised water, at user",
38,36,market for ammonium sulfate,ammonium sulfate,RoW,"market for ammonium sulfate, as N","ammonium sulfate, as N",GLO
37,36,market for ammonium sulfate,ammonium sulfate,RoW,"market for ammonium sulfate, as N","ammonium sulfate, as N",GLO
37,36,market for ammonium sulfate,ammonium sulfate,RER,"market for ammonium sulfate, as N","ammonium sulfate, as N",GLO
37,35,market for ammonium sulfate,ammonium sulfate,RER,"market for ammonium sulfate, as N","ammonium sulfate, as N",GLO
37,36,"transport, freight, sea, tanker for liquefied natural gas","transport, freight, sea, tanker for liquefied natural gas",RoW,,,GLO
37,35,"transport, freight, sea, tanker for liquefied natural gas","transport, freight, sea, tanker for liquefied natural gas",RoW,"transport, freight, sea, liquefied natural gas","transport, freight, sea, liquefied natural gas",GLO
37,38,"market for chemicals, inorganic","chemical, inorganic",GLO,"market for chemical, inorganic",,
35,38,"heat pump production, for heat and power co-generation unit, 160kW electrical","heat pump, for heat and power co-generation unit, 160kW electrical",RER,"heat pump production, heat and power co-generation unit, 160kW electrical","heat pump, heat and power co-generation unit, 160kW electrical",
36,38,"heat pump production, for heat and power co-generation unit, 160kW electrical","heat pump, for heat and power co-generation unit, 160kW electrical",RER,"heat pump production, heat and power co-generation unit, 160kW electrical","heat pump, heat and power co-generation unit, 160kW electrical",
37,38,"heat pump production, for heat and power co-generation unit, 160kW electrical","heat pump, for heat and power co-generation unit, 160kW electrical",RER,"heat pump production, heat and power co-generation unit, 160kW electrical","heat pump, heat and power co-generation unit, 160kW electrical",
35,38,"plywood production, for outdoor use",plywood,RER,plywood production,,
35,37,"plywood production, for outdoor use",plywood,RER,plywood production,,
35,38,"market for chemicals, inorganic","chemical, inorganic",GLO,"market for chemical, inorganic",,
36,38,"market for chemicals, inorganic","chemical, inorganic",GLO,"market for chemical, inorganic",,
35,38,"market for cellulose fibre, inclusive blowing in","cellulose fibre, inclusive blowing in",GLO,market for cellulose fibre,cellulose fibre,RoW
36,38,"market for cellulose fibre, inclusive blowing in","cellulose fibre, inclusive blowing in",GLO,market for cellulose fibre,cellulose fibre,RoW
35,37,"market for cellulose fibre, inclusive blowing in","cellulose fibre, inclusive blowing in",GLO,market for cellulose fibre,cellulose fibre,RoW
36,37,"market for cellulose fibre, inclusive blowing in","cellulose fibre, inclusive blowing in",GLO,market for cellulose fibre,cellulose fibre,RoW
37,36,"market group for inorganic potassium fertiliser, as K2O","inorganic potassium fertiliser, as K2O",RER,"market for potassium fertiliser, as K2O","potassium fertiliser, as K2O",GLO
37,35,"market group for inorganic potassium fertiliser, as K2O","inorganic potassium fertiliser, as K2O",RER,"market for potassium fertiliser, as K2O","potassium fertiliser, as K2O",GLO
37,36,"market group for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",RER,"market for nitrogen fertiliser, as N","nitrogen fertiliser, as N",GLO
37,35,"market group for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",RER,"market for nitrogen fertiliser, as N","nitrogen fertiliser, as N",GLO
37,36,"market group for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",RER,"market for phosphate fertiliser, as P2O5","phosphate fertiliser, as P2O5",GLO
37,35,"market group for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",RER,"market for phosphate fertiliser, as P2O5","phosphate fertiliser, as P2O5",GLO
37,36,"market for heat, central or small-scale, biomethane","heat, central or small-scale, biomethane",RoW,"heat and power co-generation, biogas, gas engine","heat, central or small-scale, other than natural gas",CH
37,35,"market for heat, central or small-scale, biomethane","heat, central or small-scale, biomethane",RoW,"heat and power co-generation, biogas, gas engine","heat, central or small-scale, other than natural gas",CH
37,36,"market for heat, central or small-scale, biomethane","heat, central or small-scale, biomethane",Europe without Switzerland,"heat and power co-generation, biogas, gas engine","heat, central or small-scale, other than natural gas",CH
37,35,"market for heat, central or small-scale, biomethane","heat, central or small-scale, biomethane",Europe without Switzerland,"heat and power co-generation, biogas, gas engine","heat, central or small-scale, other than natural gas",CH
37,35,"market for transport, freight, sea, container ship","transport, freight, sea, container ship",GLO,"transport, freight, sea, transoceanic ship","transport, freight, sea, transoceanic ship",
38,35,"market for transport, freight, sea, container ship","transport, freight, sea, container ship",GLO,"transport, freight, sea, transoceanic ship","transport, freight, sea, transoceanic ship",
37,35,"maintenance, container ship","maintenance, container ship",GLO,"maintenance, freight ship, transoceanic","maintenance, freight ship, transoceanic",RoW
38,35,"maintenance, container ship","maintenance, container ship",GLO,"maintenance, freight ship, transoceanic","maintenance, freight ship, transoceanic",RoW
37,35,market for container ship,container ship,GLO,"market for intermodal shipping container, 40-foot","intermodal shipping container, 40-foot",
38,35,market for container ship,container ship,GLO,"market for intermodal shipping container, 40-foot","intermodal shipping container, 40-foot",
36,35,"market for steam, in chemical industry","steam, in chemical industry",RER,,,GLO
37,35,"market for steam, in chemical industry","steam, in chemical industry",RER,,,GLO
38,35,"market for steam, in chemical industry","steam, in chemical industry",RER,,,GLO
36,35,"market for water, deionised","water, deionised",Europe without Switzerland,"market for water, deionised, from tap water, at user","water, deionised, from tap water, at user",
37,35,"market for water, deionised","water, deionised",Europe without Switzerland,"market for water, deionised, from tap water, at user","water, deionised, from tap water, at user",
38,35,"market for water, deionised","water, deionised",Europe without Switzerland,"market for water, deionised, from tap water, at user","water, deionised, from tap water, at user",
36,35,"market for water, decarbonised","water, decarbonised",CH,"market for water, decarbonised, at user","water, decarbonised, at user",GLO
37,35,"market for water, decarbonised","water, decarbonised",CH,"market for water, decarbonised, at user","water, decarbonised, at user",GLO
38,35,"market for water, decarbonised","water, decarbonised",CH,"market for water, decarbonised, at user","water, decarbonised, at user",GLO
36,35,"market for water, decarbonised","water, decarbonised",DE,"market for water, decarbonised, at user","water, decarbonised, at user",GLO
37,35,"market for water, decarbonised","water, decarbonised",DE,"market for water, decarbonised, at user","water, decarbonised, at user",GLO
38,35,"market for water, decarbonised","water, decarbonised",DE,"market for water, decarbonised, at user","water, decarbonised, at user",GLO
36,35,"market for transport, freight, sea, tanker for liquid goods other than petroleum and liquefied natural gas","transport, freight, sea, tanker for liquid goods other than petroleum and liquefied natural gas",GLO,"transport, freight, sea, transoceanic tanker","transport, freight, sea, transoceanic tanker",
37,35,"market for transport, freight, sea, tanker for liquid goods other than petroleum and liquefied natural gas","transport, freight, sea, tanker for liquid goods other than petroleum and liquefied natural gas",GLO,"transport, freight, sea, transoceanic tanker","transport, freight, sea, transoceanic tanker",
38,35,"market for transport, freight, sea, tanker for liquid goods other than petroleum and liquefied natural gas","transport, freight, sea, tanker for liquid goods other than petroleum and liquefied natural gas",GLO,"transport, freight, sea, transoceanic tanker","transport, freight, sea, transoceanic tanker",
35,38,"market for electric powertrain, for electric scooter","powertrain, for electric scooter",GLO,"market for powertrain, for electric scooter","powertrain, for electric scooter",
36,38,"market for electric powertrain, for electric scooter","powertrain, for electric scooter",GLO,"market for powertrain, for electric scooter","powertrain, for electric scooter",
37,38,"market for electric powertrain, for electric scooter","powertrain, for electric scooter",GLO,"market for powertrain, for electric scooter","powertrain, for electric scooter",
35,38,"market for electricity, low voltage, label-certified","electricity, low voltage, label-certified",CH,"market for electricity, low voltage, renewable energy products","electricity, low voltage, renewable energy products",
36,38,"market for electricity, low voltage, label-certified","electricity, low voltage, label-certified",CH,"market for electricity, low voltage, renewable energy products","electricity, low voltage, renewable energy products",
37,38,"market for electricity, low voltage, label-certified","electricity, low voltage, label-certified",CH,"market for electricity, low voltage, renewable energy products","electricity, low voltage, renewable energy products",
37,38,"treatment of used internal combustion engine, shredding","used internal combustion engine, from passenger car",GLO,"treatment of used internal combustion engine, passenger car, shredding","used internal combustion engine, passenger car",
37,38,phosphoryl chloride production,phosphoryl chloride,RER,"phosphorus oxychloride production, from phosphorus trichloride",phosphorus oxychloride,RER
35,38,"market for titanium, primary","titanium, primary",GLO,market for titanium,titanium,GLO
36,38,"market for titanium, primary","titanium, primary",GLO,market for titanium,titanium,GLO
37,38,"market for titanium, primary","titanium, primary",GLO,market for titanium,titanium,GLO
35:36:00,"treatment of aluminium scrap, new, at refiner",aluminium oxide,RER,"treatment of aluminium scrap, new, at refiner","aluminium oxide, non-metallurgical",RER,
35,37,"treatment of aluminium scrap, new, at refiner",aluminium oxide,RER,"treatment of aluminium scrap, new, at refiner","aluminium oxide, non-metallurgical",RER
35,38,"treatment of aluminium scrap, new, at refiner",aluminium oxide,RER,"treatment of aluminium scrap, new, at refiner","aluminium oxide, non-metallurgical",RER
35,38,"ethylene production, average","ethylene, average",RER,"ethylene production, average",ethylene,RER
36,38,"ethylene production, average","ethylene, average",RER,"ethylene production, average",ethylene,RER
37,38,"ethylene production, average","ethylene, average",RER,"ethylene production, average",ethylene,RER
35,38,esterification of rape oil,vegetable oil methyl ester,CH,esterification of rape oil,fatty acid methyl ester,CH
