name;source;description
Wheat grain cultivation, drying and storage {RER} | wheat grain production Europe | Alloc Rec, U;Cozzolino, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Residual vegetal oil for the production of biodiesel.
wiring and tubing, carbon dioxide capture process;Timofte, A. A Life Cycle Assessment of the Climeworks technology for direct air capture of carbon dioxide, a semester project in the ecological systems design group. Institute of Environmental Engineering of ETH Zurich (2013).;
woodchips from forestry residues;Cozzolino, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Residual vegetal oil for the production of biodiesel.
transport, passenger car;Sacchi, R., Bauer, C., Cox, B. and Mutel, C. (submitted) carculator: an open-source tool for prospective environmental and economic life cycle assessment of vehicles. When, Where and How can battery-electric vehicles help reduce greenhouse gas emissions? Submitted to Renewable and Sustainable Energy Reviews.;Cradle-to-grave life cycle inventory of the transport activity using a passenger car over 1 km. Refer to the documentation for important assumptions (lifetime, number of passengers, engine efficiency, etc.).
passenger car;Sacchi, R., Bauer, C., Cox, B. and Mutel, C. (submitted) carculator: an open-source tool for prospective environmental and economic life cycle assessment of vehicles. When, Where and How can battery-electric vehicles help reduce greenhouse gas emissions? Submitted to Renewable and Sustainable Energy Reviews.;Cradle-to-grave life cycle inventory of a passenger car over its lifetime. Refer to the documentation for important assumptions (lifetime, number of passengers, engine efficiency, etc.).
electricity market for fuel;;Electricity mix used to operate electrolysis for hydrogen production, manufacture synthetic fuels, or charge batteries.
electricity market for energy storage;;Electricity mix used to manufacture lithium-ion battery cells.
Battery cell, NMC-111;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
Battery cell, NMC-622;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
Biodiesel, from algae, at fuelling station;Cozzolino, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Internal document to PSI. Inventories on first, second and third generation biofuels production. Has NOT been peer-reviewed.
Biodiesel, from used cooking oil, at fuelling station;Cozzolino, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Internal document to PSI. Inventories on first, second and third generation biofuels production. Has NOT been peer-reviewed.
Biodiesel, from palm oil, at fuelling station;Cozzolino, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Internal document to PSI. Inventories on first, second and third generation biofuels production. Has NOT been peer-reviewed.
Biodiesel, from rapeseed oil, at fuelling station;Cozzolino, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Internal document to PSI. Inventories on first, second and third generation biofuels production. Has NOT been peer-reviewed.
Biomethane, gaseous, 5 bar, from sewage sludge fermentation, at fuelling station;Zhang, X., Witte, J., Schildhauer, T., Bauer, C. Life Cycle Assessment of Power-to-Gas with Biogas as the Carbon Source. Sustain. Energy Fuels 2020, 4 (3), 1427�1436. https://doi.org/10.1039/c9se00986h;
diesel production, synthetic, from electrolysis-based hydrogen, economic allocation, at fuelling station;Van Der Giesen, C., Kleijn, R., Kramer, G. J. Energy and Climate Impacts of Producing Synthetic Hydrocarbon Fuels from CO2. Environ. Sci. Technol. 2014, 48 (12), 7111�7121. https://doi.org/10.1021/es500191g.;Adapted from van der Giesen et al. 2014. LHV: 43.3 MJ/kg, Formula: C13H18, Density: 7551 kg/m3. Economic allocation between 3 other co-products. Allocation key for this co-product: 16%. Post corrected to preserve carbon balance.
diesel production, synthetic, from electrolysis-based hydrogen, energy allocation, at fuelling station;Van Der Giesen, C., Kleijn, R., Kramer, G. J. Energy and Climate Impacts of Producing Synthetic Hydrocarbon Fuels from CO2. Environ. Sci. Technol. 2014, 48 (12), 7111�7121. https://doi.org/10.1021/es500191g.;Adapted from van der Giesen et al. 2014. LHV: 43.3 MJ/kg, Formula: C13H18, Density: 7551 kg/m3. Economic allocation between 3 other co-products. Allocation key for this co-product: 16%. Post corrected to preserve carbon balance.
electricity production, at power plant/natural gas, post, pipeline 200km, storage 1000m;Volkart et al., 2013, Life cycle assessment of carbon capture and storage in power generation and industry in Europe, doi: 10.1016/j.ijggc.2013.03.003;
electricity production, at power plant/hard coal, post, pipeline 200km, storage 1000m;Volkart et al., 2013, Life cycle assessment of carbon capture and storage in power generation and industry in Europe, doi: 10.1016/j.ijggc.2013.03.003;
Ethanol, from forest residues, at fuelling station;F. Cozzolino. Internal study for PSI.;Production of ethanol from forest residues. There is no burden associated with the supply of biomass residues. That includes no burden associated to the production of crops and no burden associated to direct and indirect land use change. The transport and comnditioning of the biomass residues is howver accounted for.
Ethanol, from maize starch, at fuelling station;Cozzolino, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Production of ethanol from maize starch. The burden associated with the supply of maize starch (e.g., direct and indirect land use change, fertlizers, electricity, etc.) is fully accounted for, as it is not a residual material. The transport and conditioning of the biomass residues is also accounted for.
Ethanol, from sugarbeet, at fuelling station;Cozzolino, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Production of ethanol from maize starch. The burden associated with the supply of maize starch (e.g., direct and indirect land use change, fertlizers, electricity, etc.) is fully accounted for, as it is not a residual material. The transport and conditioning of the biomass residues is also accounted for.
Ethanol, from wheat grains, at fuelling station;Cozzolino, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Production of ethanol from maize starch. The burden associated with the supply of maize starch (e.g., direct and indirect land use change, fertlizers, electricity, etc.) is fully accounted for, as it is not a residual material. The transport and conditioning of the biomass residues is also accounted for.
Ethanol production, via fermentation, from wheat straw, energy allocation;Cozzolino, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Production of ethanol from forest residues. There is no burden associated with the supply of biomass residues. That includes no burden associated to the production of crops and no burden associated to direct and indirect land use change. The transport and comnditioning of the biomass residues is howver accounted for.
Ethanol, from wheat straw pellets, at fuelling station;Cozzolino, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Production of ethanol from forest residues. There is no burden associated with the supply of biomass residues. That includes no burden associated to the production of crops and no burden associated to direct and indirect land use change. The transport and comnditioning of the biomass residues is howver accounted for.
Ethanol, from wheat straw, at fuelling station;Cozzolino, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Production of ethanol from forest residues. There is no burden associated with the supply of biomass residues. That includes no burden associated to the production of crops and no burden associated to direct and indirect land use change. The transport and comnditioning of the biomass residues is howver accounted for.
gasoline production, from methanol, hydrogen from electrolysis, CO2 from DAC, economic allocation;Hank et al. 2019, Comparative well-to-wheel life cycle assessment of OME3�5 synfuel production via the power-to-liquid pathway, doi: 10.1039/C9SE00658C (adapted, not in its original form);the production of synthetic gasoline from methanol. The methanol is produced with hydrogen from electrolysis and carbon monoxide. The carbon monoxide orginates from carbon dioxde captured via direct air capture (DAC).
gasoline production, from methanol, hydrogen from electrolysis, CO2 from DAC, energy allocation;Hank et al. 2019, Comparative well-to-wheel life cycle assessment of OME3�5 synfuel production via the power-to-liquid pathway, doi: 10.1039/C9SE00658C (adapted, not in its original form);the production of synthetic gasoline from methanol. The methanol is produced with hydrogen from electrolysis and carbon monoxide. The carbon monoxide orginates from carbon dioxde captured via direct air capture (DAC).
gasoline production, synthetic, from methanol, hydrogen from electrolysis, CO2 from DAC, economic allocation, at fuelling station;Hank et al. 2019, Comparative well-to-wheel life cycle assessment of OME3�5 synfuel production via the power-to-liquid pathway, doi: 10.1039/C9SE00658C (adapted, not in its original form);the production of synthetic gasoline from methanol. The methanol is produced with hydrogen from electrolysis and carbon monoxide. The carbon monoxide orginates from carbon dioxde captured via direct air capture (DAC).
gasoline production, synthetic, from methanol, hydrogen from electrolysis, CO2 from DAC, energy allocation, at fuelling station;Hank et al. 2019, Comparative well-to-wheel life cycle assessment of OME3�5 synfuel production via the power-to-liquid pathway, doi: 10.1039/C9SE00658C (adapted, not in its original form);the production of synthetic gasoline from methanol. The methanol is produced with hydrogen from electrolysis and carbon monoxide. The carbon monoxide orginates from carbon dioxde captured via direct air capture (DAC).
hydrogen production, gaseous, 25 bar, from electrolysis;X. Zhang, C. Bauer, C.L. Mutel, K. Volkart, Life Cycle Assessment of Power-to-Gas: Approaches, system variations and their environmental implications, Appl Energy, 190 (2017), pp. 326-338, 10.1016/j.apenergy.2016.12.098;Hydrogen production by electrolysis. Output pressure of 25 bar. The electricity mix to operate the electrolyzer can be adapted. Assumed 58 kWh/kg H2.
Hydrogen, gaseous, 25 bar, from heatpipe reformer gasification of woody biomass with CCS, at gasification plant;Antonini, C., Treyer, K., Moioli, E., Bauer, C., Marco, M. Hydrogen from Wood Gasification with CCS - a Techno-Environmental Analysis of Production and Use as Transport Fuel (in Review). Sustain. Energy Fuels 2020;
Hydrogen, gaseous, 25 bar, from heatpipe reformer gasification of woody biomass, at gasification plant;Antonini, C., Treyer, K., Moioli, E., Bauer, C., Marco, M. Hydrogen from Wood Gasification with CCS - a Techno-Environmental Analysis of Production and Use as Transport Fuel (in Review). Sustain. Energy Fuels 2020;
Hydrogen, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at gasification plant;Antonini, C., Treyer, K., Moioli, E., Bauer, C., Marco, M. Hydrogen from Wood Gasification with CCS - a Techno-Environmental Analysis of Production and Use as Transport Fuel (in Review). Sustain. Energy Fuels 2020;
Hydrogen, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant;Antonini, C., Treyer, K., Moioli, E., Bauer, C., Marco, M. Hydrogen from Wood Gasification with CCS - a Techno-Environmental Analysis of Production and Use as Transport Fuel (in Review). Sustain. Energy Fuels 2020;
Hydrogen, gaseous, 700 bar, from electrolysis, from label-certified electricity, at fuelling station;Antonini et al. 2020, Hydrogen production from natural gas and biomethane with carbon capture and storage � A techno-environmental analysis, doi: 10.1039/D0SE00222D;Hydrogen compressed from 25 bar to 700 bar. Electricity for compression: 3.2 kWh/kg H2 @ 700 bar, according to U.S. Department of Energy 2009 (https://www.hydrogen.energy.gov/pdfs/9013_energy_requirements_for_hydrogen_gas_compression.pdf). Includes 250 km of high-pressure truck transport to fuelling station. Includes 2% loss from the H2 plant to the vehicle tank.
Hydrogen, gaseous, 700 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at fuelling station;Antonini, C., Treyer, K., Moioli, E., Bauer, C., Marco, M. Hydrogen from Wood Gasification with CCS - a Techno-Environmental Analysis of Production and Use as Transport Fuel (in Review). Sustain. Energy Fuels 2020;Hydrogen compressed from 25 bar to 700 bar. Electricity for compression: 3.2 kWh/kg H2 @ 700 bar, according to U.S. Department of Energy 2009 (https://www.hydrogen.energy.gov/pdfs/9013_energy_requirements_for_hydrogen_gas_compression.pdf). Includes 250 km of high-pressure truck transport to fuelling station. Includes 2% loss from the H2 plant to the vehicle tank.
Hydrogen, gaseous, 700 bar, from gasification of woody biomass in entrained flow gasifier, at fuelling station;Antonini, C., Treyer, K., Moioli, E., Bauer, C., Marco, M. Hydrogen from Wood Gasification with CCS - a Techno-Environmental Analysis of Production and Use as Transport Fuel (in Review). Sustain. Energy Fuels 2020;Hydrogen compressed from 25 bar to 700 bar. Electricity for compression: 3.2 kWh/kg H2 @ 700 bar, according to U.S. Department of Energy 2009 (https://www.hydrogen.energy.gov/pdfs/9013_energy_requirements_for_hydrogen_gas_compression.pdf). Includes 250 km of high-pressure truck transport to fuelling station. Includes 2% loss from the H2 plant to the vehicle tank.
Hydrogen, gaseous, 700 bar, from heatpipe reformer gasification of woody biomass, at fuelling station;Antonini, C., Treyer, K., Moioli, E., Bauer, C., Marco, M. Hydrogen from Wood Gasification with CCS - a Techno-Environmental Analysis of Production and Use as Transport Fuel (in Review). Sustain. Energy Fuels 2020;Hydrogen compressed from 25 bar to 700 bar. Electricity for compression: 3.2 kWh/kg H2 @ 700 bar, according to U.S. Department of Energy 2009 (https://www.hydrogen.energy.gov/pdfs/9013_energy_requirements_for_hydrogen_gas_compression.pdf). Includes 250 km of high-pressure truck transport to fuelling station. Includes 2% loss from the H2 plant to the vehicle tank.
Hydrogen, gaseous, 700 bar, from heatpipe reformer gasification of woody biomass with CCS, at fuelling station;Antonini, C., Treyer, K., Moioli, E., Bauer, C., Marco, M. Hydrogen from Wood Gasification with CCS - a Techno-Environmental Analysis of Production and Use as Transport Fuel (in Review). Sustain. Energy Fuels 2020;Hydrogen compressed from 25 bar to 700 bar. Electricity for compression: 3.2 kWh/kg H2 @ 700 bar, according to U.S. Department of Energy 2009 (https://www.hydrogen.energy.gov/pdfs/9013_energy_requirements_for_hydrogen_gas_compression.pdf). Includes 250 km of high-pressure truck transport to fuelling station. Includes 2% loss from the H2 plant to the vehicle tank.
methane, from electrochemical methanation, with carbon from atmospheric CO2 capture;Zhang, X., Witte, J., Schildhauer, T., Bauer, C. Life Cycle Assessment of Power-to-Gas with Biogas as the Carbon Source. Sustain. Energy Fuels 2020, 4 (3), 1427�1436. https://doi.org/10.1039/c9se00986h;Production of synthetic methane from hydrogen and biogenic carbon.
Methane, synthetic, gaseous, 5 bar, from electrochemical methanation, at fuelling station;Zhang, X., Witte, J., Schildhauer, T., Bauer, C. Life Cycle Assessment of Power-to-Gas with Biogas as the Carbon Source. Sustain. Energy Fuels 2020, 4 (3), 1427�1436. https://doi.org/10.1039/c9se00986h;Production of synthetic methane from hydrogen and biogenic carbon.
Ni3/5Co1/5Mn1/5(OH)2;Tobias S. Schmidt, Martin Beuse, Xiaojin Zhang, Bjarne Steffen, Simon F. Schneider, Alejandro Pena-Bello, Christian Bauer, and David Parra, Additional Emissions and Cost from Storing Electricity in Stationary Battery Systems, Environmental Science & Technology 2019 53 (7), 3379-3390, doi: 10.1021/acs.est.8b05317;
LTO electrode material (Li4Ti5O12);Tobias S. Schmidt, Martin Beuse, Xiaojin Zhang, Bjarne Steffen, Simon F. Schneider, Alejandro Pena-Bello, Christian Bauer, and David Parra, Additional Emissions and Cost from Storing Electricity in Stationary Battery Systems, Environmental Science & Technology 2019 53 (7), 3379-3390, doi: 10.1021/acs.est.8b05317;
Battery cell, LTO;Tobias S. Schmidt, Martin Beuse, Xiaojin Zhang, Bjarne Steffen, Simon F. Schneider, Alejandro Pena-Bello, Christian Bauer, and David Parra, Additional Emissions and Cost from Storing Electricity in Stationary Battery Systems, Environmental Science & Technology 2019 53 (7), 3379-3390, doi: 10.1021/acs.est.8b05317;
Carbon fiber, weaved, at factory;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;1 kg of finished carbon fiber Toray T700 G. Carbon fiber manufacturing. Source: based on Ellringmann et al. (2016), Gill et al. (2016), Mützel (2012).
Dimethyl sulfoxide production (DMSO);Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Exhaust gas treatment 1;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Exhaust gas treatment 2;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber carbonization (high temp);Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber carbonization (low temp);Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber coagulation;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber drying;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber drying 2;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber drying 3;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber electrolysis;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber relaxation;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber sizing;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber sizing 2;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber sizing 3;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber stabilization;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber stretching and washing;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber unwinding;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber washing;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Fiber winding up;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
HDPE tank liner;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Hydrogen refuelling station;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Polyacrylonitrile production (PAN) by polymerisation;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
Spinning dope;Benitez A, Wulf C, de Palmenaer A, Lengersdorf M, Röding T, Grube T, et al. Ecological assessment of fuel cell electric vehicles with special focus on type IV carbon fiber hydrogen tank. J Clean Prod 2021, 278:123277. https://doi.org/10.1016/j.jclepro.2020.123277.;
high pressure hydrogen storage tank;C. Wulf et al. / Journal of Cleaner Production 199 (2018) 431-443;LCI for a high pressure storage tank per 1 kg hydrogen (Boureima et al., 2011, Das, 2011). Assumed lifetime of 20 years.
methanol production facility, construction;Hank et al. 2019, Comparative well-to-wheel life cycle assessment of OME3�5 synfuel production via the power-to-liquid pathway, doi: 10.1039/C9SE00658C (adapted, not in its original form);Methanol production from hydrogen and carbon dioxide. The carbon dioxide is supplied by direct air capture.
Fuel tank, compressed natural gas, 200 bar;Daniele Candelaresi, Antonio Valente, Diego Iribarren, Javier Dufour, Giuseppe Spazzafumo, Comparative life cycle assessment of hydrogen-fuelled passenger cars, International Journal of Hydrogen Energy, 2021, ISSN 0360-3199, https://doi.org/10.1016/j.ijhydene.2021.01.034.;
transport, kick scooter;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of the transport activity using a kick scooter over 1 km.
kick scooter;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of a kick scooter over its lifetime.
transport, scooter, gasoline;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of the transport activity using a kick scooter over 1 km.
scooter, gasoline;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of a kick scooter over its lifetime.
transport, moped, gasoline;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of the transport activity using a kick scooter over 1 km.
moped, gasoline;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of a kick scooter over its lifetime.
transport, scooter, electric;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of the transport activity using a kick scooter over 1 km.
scooter, electric;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of a kick scooter over its lifetime.
transport, motorbike, gasoline;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of the transport activity using a kick scooter over 1 km.
motorbike, gasoline;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of a kick scooter over its lifetime.
transport, motorbike, electric;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of the transport activity using a kick scooter over 1 km.
motorbike, electric;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of a kick scooter over its lifetime.
transport, bicycle, conventional;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of the transport activity using a kick scooter over 1 km.
bicycle, conventional;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of a kick scooter over its lifetime.
transport, bicycle, electric;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of the transport activity using a kick scooter over 1 km.
bicycle, electric;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of a kick scooter over its lifetime.
transport, tram;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of the transport activity using a kick scooter over 1 km.
tram, electric;Sacchi, R., Bauer, C., 2021. Life cycle inventories for on-road vehicles.;Cradle-to-grave life cycle inventory of a kick scooter over its lifetime.
charging station, 100W;;
charging station, 500W;;
charging station, 3kW;;
aluminium collector foil, for Li-ion battery;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
copper collector foil, for Li-ion battery;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
disodium disulphite;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
integrated interface system production, for Li-ion battery;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
