name;source;description
Tray with fasteners;Tobias S. Schmidt, Martin Beuse, Xiaojin Zhang, Bjarne Steffen, Simon F. Schneider, Alejandro Pena-Bello, Christian Bauer, and David Parra, Additional Emissions and Cost from Storing Electricity in Stationary Battery Systems, Environmental Science & Technology 2019 53 (7), 3379-3390, doi: 10.1021/acs.est.8b05317;
transformer and rectifier unit, for electrolyzer;Simons, A. and Bauer, C. (2015). A life-cycle perspective on automotive fuel cells, Applied Energy, doi:10.1016/j.apenergy.2015.02.049;
treatment of biowaste by anaerobic digestion, with biogenic carbon uptake, lower bound C sequestration, digestate incineration;Zhang et al., 2020, doi: 10.1039/C9SE00986H;Biogas production from anaerobic digestion of biomass residues.
treatment of sewage sludge by anaerobic digestion;Zhang et al., 2020, doi: 10.1039/C9SE00986H;Production of biogas from anaerobic digestion of sewage sludge.
Walls and foundations, for hydrogen refuelling station;Simons, A. and Bauer, C. (2015). A life-cycle perspective on automotive fuel cells, Applied Energy, doi:10.1016/j.apenergy.2015.02.049;
Waste Cooking Oil;Cozzolini, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Residual vegetal oil for the production of biodiesel.
Weaving, carbon cloth;Brian Cox, Wojciech Jemiolo, Chris Mutel, Life cycle assessment of air transportation and the Swiss commercial air transport fleet, Transportation Research Part D: Transport and Environment, Volume 58, 2018, Pages 1-13, ISSN 1361-9209, https://doi.org/10.1016/j.trd.2017.10.017;weaving of acrylonitrile-based carbon fibre into fabric.
Wheat grain cultivation, drying and storage {RER} | wheat grain production Europe | Alloc Rec, U;Cozzolini, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Residual vegetal oil for the production of biodiesel.
wiring and tubing, carbon dioxide capture process;Timofte, A. A Life Cycle Assessment of the Climeworks technology for direct air capture of carbon dioxide, a semester project in the ecological systems design group. Institute of Environmental Engineering of ETH Zurich (2013).;
woodchips from forestry residues;Cozzolini, F. Life Cycle Assessment of Biofuels in EU/CH, 2018.;Residual vegetal oil for the production of biodiesel.
transport, passenger car; Sacchi, R., Bauer, C., Cox, B. and Mutel, C. (submitted) carculator: an open-source tool for prospective environmental and economic life cycle assessment of vehicles. When, Where and How can battery-electric vehicles help reduce greenhouse gas emissions? Submitted to Renewable and Sustainable Energy Reviews.;Cradle-to-grave life cycle inventory of the transport activity using a passenger car over 1 km. Refer to the documentation for important assumptions (lifetime, number of passengers, engine efficiency, etc.).
passenger car; Sacchi, R., Bauer, C., Cox, B. and Mutel, C. (submitted) carculator: an open-source tool for prospective environmental and economic life cycle assessment of vehicles. When, Where and How can battery-electric vehicles help reduce greenhouse gas emissions? Submitted to Renewable and Sustainable Energy Reviews.;Cradle-to-grave life cycle inventory of a passenger car over its lifetime. Refer to the documentation for important assumptions (lifetime, number of passengers, engine efficiency, etc.).
fuel supply;;Fuel supply for vehicles. Represents the fuel blends used. If synthetic fuels are part of the blend, the electricity input to produce them (e.g., to operate the electrolysis) is added separately in this dataset.
electricity supply;;Electricity supply for battery charging batteries of electric vehicles. The electricity supplier in this dataset can be changed by any other electricity supplier, in low voltage.
electricity market for fuel;;Electricity mix used to operate electrolysis for hydrogen production, manufacture synthetic fuels, or charge batteries.
electricity market for energy storage;;Electricity mix used to manufacture lithium-ion battery cells.
