name,reference product,ISIC rev.4 ecoinvent,CPC,EcoSpold01Categories,temporal_tag,tag_confidence,tag_notes,lifetime,age distribution type,loc,scale,minimum,maximum,param_confidence,param_notes
"carbon dioxide, captured, with a solvent-based direct air capture system, 1MtCO2, with industrial steam heat, and grid electricity","carbon dioxide, captured",2011:Manufacture of basic chemicals,"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",,throughput_process,0.95,solvent-based direct air capture (capture process) — throughput | auto_tag_biomass_growth_from_co2_list,20,,,,,,0.2,biomass_growth_default_annual crops_from_co2_list
"carbon dioxide, captured, with a sorbent-based direct air capture system, 100ktCO2","carbon dioxide, captured",2011:Manufacture of basic chemicals,"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",,throughput_process,0.9,direct air capture capture process (CO2 capture operation),20,,,,,,,
"hydrogen production, auto-thermal reforming, with CCS","hydrogen, gaseous, low pressure",2011:Manufacture of basic chemicals,"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",,throughput_process,0.95,hydrogen production (ATR) with CCS — production process,50,,,,,,,
"carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from electrolysis","carbon monoxide, from RWGS",2011:Manufacture of basic chemicals,"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",,throughput_process,0.95,"RWGS CO production for FT, electrolysis H2 — chemical production process",50,,,,,,,
"carbon dioxide, captured, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity","carbon dioxide, captured",2011:Manufacture of basic chemicals,"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",,throughput_process,0.95,sorbent-based DAC (100kt) — capture process,20,,,,,,,
"hydrogen production, gaseous, 30 bar, from PEM electrolysis, from onshore wind electricity","hydrogen, gaseous, 30 bar",2011:Manufacture of basic chemicals,"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",,throughput_process,0.95,PEM electrolysis hydrogen production — manufacturing/production process,50,,,,,,,
"hydrogen production, gaseous, 30 bar, from PEM electrolysis, from geothermal electricity","hydrogen, gaseous, 30 bar",2011:Manufacture of basic chemicals,"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",,throughput_process,0.95,PEM electrolysis hydrogen (geothermal) — production process,50,,,,,,,
"hydrogen production, gaseous, 25 bar, from heatpipe reformer gasification of woody biomass, at gasification plant","hydrogen, gaseous, 25 bar",2011:Manufacture of basic chemicals,"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",,throughput_process,0.9,hydrogen from gasification at plant — production process,50,,,,,,,
"hydrogen, from steam reforming of biomass gas, at reforming plant","hydrogen, from steam reforming of biomass gas, at reforming plant",2011:Manufacture of basic chemicals,"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",,throughput_process,0.9,steam reforming of biomass gas at plant — production process,50,,,,,,,
"carbon dioxide storage at synthetic natural gas plant, post, 400km pipeline, storage 3000m","carbon dioxide storage at synthetic natural gas plant, post, 400km pipeline, storage 3000m",2011:Manufacture of basic chemicals,"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",,throughput_process,0.7,CO2 storage at synthetic gas plant (installed geological storage asset),100,,,,,,,
"hydrogen production, gaseous, petroleum refinery operation, with CCS","hydrogen, gaseous, 30 bar",2011:Manufacture of basic chemicals,"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",,throughput_process,0.9,hydrogen production at refinery with CCS — production process,50,,,,,,,
manganese(III) oxide production,manganese(III) oxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],chemicals/inorganics,throughput_process,0.9,manganese oxide manufacture — chemical production process,50,,,,,,,
zirconium oxide production,zirconium oxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],chemicals/inorganics,throughput_process,0.9,zirconium oxide production — chemical manufacturing,50,,,,,,,
heavy mineral sand quarry operation,"rutile, 95% titanium dioxide",0729:Mining of other non-ferrous metal ores,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],chemicals/inorganics,throughput_process,0.9,heavy mineral sand quarry operation — extraction/throughput process,50,,,,,,,
"rutile production, synthetic, 95% titanium dioxide, Benelite process","rutile, 95% titanium dioxide",2420:Manufacture of basic precious and other non-ferrous metals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],chemicals/inorganics,throughput_process,0.9,synthetic rutile production — manufacturing process,50,,,,,,,
copper carbonate production,copper carbonate,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],chemicals/inorganics,throughput_process,0.9,copper carbonate production — chemical manufacturing,50,,,,,,,
heavy mineral sand quarry operation,"ilmenite, 54% titanium dioxide",0729:Mining of other non-ferrous metal ores,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],chemicals/inorganics,throughput_process,0.9,Mining operation producing mineral per tonne — steady-state production process,50,,,,,,,
lithium brine inspissation,"lithium brine, 6.7 % Li",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],chemicals/inorganics,throughput_process,0.9,Evaporation/processing step for brine — continuous chemical production process,50,,,,,,,
ilmenite - magnetite mine operation,"ilmenite, 54% titanium dioxide",0729:Mining of other non-ferrous metal ores,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],chemicals/inorganics,throughput_process,0.9,Mine operation producing ilmenite/magnetite — ongoing extraction process,50,,,,,,,
strontium carbonate production,sodium sulfide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],chemicals/inorganics,throughput_process,0.95,Chemical production of strontium carbonate — manufacturing process per kg,50,,,,,,,
"sodium tetrahydridoborate production, Brown-Schlesinger process",sodium methoxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],chemicals/inorganics,throughput_process,0.95,Chemical production process (Brown‑Schlesinger) — manufacturing throughput,50,,,,,,,
lithium manganese oxide production,lithium manganese oxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],chemicals/inorganics,throughput_process,0.95,Manufacture of lithium manganese oxide — chemical production process,50,,,,,,,
sodium sulfide production,sodium sulfide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],chemicals/inorganics,throughput_process,0.95,Sodium sulfide manufacture — steady‑state chemical production,50,,,,,,,
"electrolyte production, KOH, LiOH additive","electrolyte, KOH, LiOH additive",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],electronics/component,throughput_process,0.95,Electrolyte manufacturing (KOH/LiOH additive) — production process,50,,,,,,,
"treatment of residue from mechanical treatment, cathode ray tube display, municipal incineration","electricity, for reuse in municipal waste incineration only",3821:Treatment and disposal of non-hazardous waste,17100: Electrical energy,,end_of_life,0.99,rule-based market/EoL pattern,,,,,,,,
primary zinc production from concentrate,zinc,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.95,Primary zinc production from concentrate — metallurgical production process,50,,,,,,,
zinc monosulfate production,zinc monosulfate,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.95,Zinc monosulfate manufacturing — chemical production per unit mass,50,,,,,,,
"zinc felt production, electrode, for RFB","zinc felt, electrode",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Production of zinc felt electrode — component manufacturing process,50,,,,,,,
lithium titanate spinel production,lithium titanate spinel,2029:Manufacture of other chemical products n.e.c.,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.95,Lithium titanate spinel manufacture — chemical/material production process,50,,,,,,,
production of alkaline solution from sodium hydroxide of 50 wt-%,alkaline solution with 50 wt-% sodium hydroxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.95,Production of alkaline NaOH solution — chemical manufacturing process,50,,,,,,,
"chromium trioxide production, flakes","chromium trioxide, flakes",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.95,Chromium trioxide production — chemical manufacturing operation,50,,,,,,,
copper oxide production,copper oxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.95,Copper oxide manufacture — chemical/metallurgical production process,50,,,,,,,
battery module system production,battery module system for home storage system module,2720:Manufacture of batteries and accumulators,46410: Primary cells and primary batteries,,throughput_process,0.9,battery module system production = manufacturing process,15,,,,,,,
"lithium brine production, from evaporation pond","lithium brine, from evaporation pond",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Lithium brine from evaporation pond — resource extraction/processing process,50,,,,,,,
"battery pouch production, for LiS battery",battery pouch,2720:Manufacture of batteries and accumulators,46410: Primary cells and primary batteries,,throughput_process,0.9,battery pouch production — manufacturing,15,,,,,,,
"lithium brine production, manganese removal, from Salar de Cauchari-Olaroz","lithium brine, manganese-free",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Lithium brine manganese removal — processing step in brine production,50,,,,,,,
"battery production, lead acid, rechargeable, stationary","battery, lead acid, rechargeable, stationary",2720:Manufacture of batteries and accumulators,46420: Electric accumulators,,stock_asset,0.8,battery production (manufacturing of product),10,5,-5,,-10,-1,,
"magnesium chloride, from hafnium sponge production, Recycled Content cut-off","magnesium chloride, from hafnium sponge production",,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.85,Magnesium chloride produced from hafnium sponge — material production with recycled input,50,,,,,,,
"battery production, Li-ion, LFP, rechargeable","battery, Li-ion, LFP, rechargeable",2720:Manufacture of batteries and accumulators,46410: Primary cells and primary batteries,,stock_asset,0.9,Finished rechargeable battery is a durable installed product,10,5,-5,,-10,-1,0.65,LFP rechargeable battery product lifetime
zinc sulfide production,zinc sulfide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.95,Zinc sulfide production — chemical/material manufacturing operation,50,,,,,,,
"alkalization of QAPS, for RFB","quaternary ammonium polysulfone (QAPS), hydroxide form",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Alkalization of QAPS — chemical processing step in component production,50,,,,,,,
sodium methoxide production,sodium methoxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.95,Sodium methoxide production — chemical manufacturing throughput process,50,,,,,,,
"battery production, Li-ion, LiMn2O4, rechargeable","battery, Li-ion, LiMn2O4, rechargeable",2720:Manufacture of batteries and accumulators,46410: Primary cells and primary batteries,electronics/module,stock_asset,0.9,Li-ion rechargeable battery production — component manufacture,10,5,-5,,-10,-1,,
"battery production, Li-ion, NCA, rechargeable","battery, Li-ion, NCA, rechargeable",2720:Manufacture of batteries and accumulators,46410: Primary cells and primary batteries,,stock_asset,0.9,Battery production (manufacture of rechargeable battery),10,5,-5,,-10,-1,,
"lithium brine production, manganese removal","lithium brine, manganese-free",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Lithium brine manganese removal — brine processing/pretreatment step,50,,,,,,,
"zirconium and hafnium tetrachloride production, from zircon",zirconium tetrachloride,2420:Manufacture of basic precious and other non-ferrous metals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.95,Zirconium/hafnium tetrachloride production from zircon — chemical production,50,,,,,,,
"zirconium and hafnium tetrachloride production, from zircon",hafnium tetrachloride,2420:Manufacture of basic precious and other non-ferrous metals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.95,Zirconium/hafnium tetrachloride production from zircon — chemical manufacturing,50,,,,,,,
NMC955 oxide,NMC955 oxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Manufacture of chemical oxide — steady-state production process,50,,,,,,,
"battery production, Li-ion, NMC111, rechargeable","battery, Li-ion, NMC111, rechargeable",2720:Manufacture of batteries and accumulators,46410: Primary cells and primary batteries,,stock_asset,0.95,battery production — manufacturing process,10,5,-5,,-10,-1,,
"battery production, Li-ion, NMC532, rechargeable","battery, Li-ion, NMC532, rechargeable",2720:Manufacture of batteries and accumulators,46410: Primary cells and primary batteries,,stock_asset,0.8,Finished rechargeable battery is a durable product/stock,10,5,-5,,-10,-1,0.6,NMC532 rechargeable battery product
sodium amide production,sodium amide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Sodium amide chemical manufacture — throughput production process,50,,,,,,,
"rutile production, synthetic, 95% titanium dioxide, Becher process","rutile, 95% titanium dioxide",2420:Manufacture of basic precious and other non-ferrous metals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Synthetic rutile/TiO2 production — industrial mineral/chemical process,50,,,,,,,
zinc oxide production,zinc oxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Zinc oxide manufacture — chemical production process,50,,,,,,,
"magnesium chloride, from zirconium sponge production, Recycled Content cut-off","magnesium chloride, from zirconium sponge production",,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.8,Magnesium chloride recovery from zirconium sponge — material production process,50,,,,,,,
"additive production, H3PO4, for vRFB","H3PO4, additive, vRFB",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Additive (H3PO4) production — chemical manufacturing process,50,,,,,,,
primary zinc production from concentrate,zinc monosulfate,2420:Manufacture of basic precious and other non-ferrous metals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Primary zinc production from concentrate — metal production process,50,,,,,,,
"battery production, Li-ion, NMC622, rechargeable","battery, Li-ion, NMC622, rechargeable",2720:Manufacture of batteries and accumulators,46410: Primary cells and primary batteries,,stock_asset,0.9,manufacture of battery product (production process),10,5,-5,,-10,-1,,
cobalt production,zinc sulfide,2420:Manufacture of basic precious and other non-ferrous metals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Cobalt production (metal mining/processing) — material production process,50,,,,,,,
"lithium brine production, manganese removal, from Salar del Hombre Muerto","lithium brine, manganese-free",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Lithium brine treatment (manganese removal) — chemical/processing step,50,,,,,,,
lithium hydroxide production,lithium hydroxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Lithium hydroxide manufacture — chemical production process,50,,,,,,,
"magnesium chloride, from titanium sponge production, Recycled Content cut-off","magnesium chloride, from titanium sponge production",,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.8,Magnesium chloride from titanium sponge — material recovery/production process,50,,,,,,,
"lithium brine production, from Li-ion selective adsorption","lithium brine, from Li-ion selective adsorption",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Lithium brine extraction via selective adsorption — continuous chemical process,50,,,,,,,
tin dioxide production,tin dioxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Tin dioxide production — inorganic chemical manufacturing process,50,,,,,,,
manganese dioxide production,manganese dioxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Manganese dioxide production — chemical/material production process,50,,,,,,,
sodium ethoxide production,sodium ethoxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Sodium ethoxide production — chemical manufacturing process,50,,,,,,,
"lithium brine filtering, via ion exchanger","lithium brine, filtered",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Lithium brine filtering via ion exchanger — treatment/processing step,50,,,,,,,
"battery production, Li-ion, NMC811, rechargeable","battery, Li-ion, NMC811, rechargeable",2720:Manufacture of batteries and accumulators,46410: Primary cells and primary batteries,,stock_asset,0.9,Finished rechargeable battery is a durable product/stock,10,5,-5,,-10,-1,0.6,rechargeable battery product lifetime estimate
heavy mineral sand quarry operation and titania slag production,"rutile, 95% titanium dioxide",0729:Mining of other non-ferrous metal ores,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.85,Quarry operation and titania slag production — mining and processing activity,50,,,,,,,
"battery production, Li-ion, NMC955","battery, Li-ion, NMC955",2720:Manufacture of batteries and accumulators,46410: Primary cells and primary batteries,,stock_asset,0.95,battery production (NMC955) — manufacturing process,10,5,-5,,-10,-1,,
"zinc chloride (ZnCl2) production, electroactive RFBs","zinc chloride (ZnCl2), electroactive RFBs",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Zinc chloride production — chemical manufacturing for RFBs,50,,,,,,,
NCA oxide,NCA oxide,2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,NCA oxide manufacture — inorganic chemical production process,50,,,,,,,
"lithium brine purifying, via membrane separation","lithium brine, purified",2011:Manufacture of basic chemicals,34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…],,throughput_process,0.9,Lithium brine purification via membrane separation — processing operation,50,,,,,,,
sulfite production,sulfite,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/inorganics,throughput_process,0.9,Sulfite chemical production — inorganic chemical manufacturing,50,,,,,,,
"fluorine production, liquid","fluorine, liquid",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/inorganics,throughput_process,0.9,Liquid fluorine production — basic chemical manufacturing process,50,,,,,,,
phosphorus pentachloride production,phosphorus pentachloride,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/inorganics,throughput_process,0.9,Phosphorus pentachloride manufacture — chemical production process,50,,,,,,,
"phosphorus production, white, liquid","phosphorus, white, liquid",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/inorganics,throughput_process,0.9,White phosphorus production — basic chemical manufacturing process,50,,,,,,,
aluminium hydroxide production,aluminium hydroxide,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/inorganics,throughput_process,0.9,Aluminium hydroxide production — inorganic chemical manufacturing,50,,,,,,,
"xenon and krypton purification, air separation","xenon, gaseous",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/inorganics,throughput_process,0.9,Chemical purification/production process (industrial gas separation).,50,,,,,,,
"hexafluoroethane production, from fluorination of tetrafluoroethane",hydrogen fluoride,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/inorganics,throughput_process,0.9,Chemical production (fluorination manufacture).,50,,,,,,,
"sulfur hexafluoride production, liquid","sulfur hexafluoride, liquid",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/inorganics,throughput_process,0.9,Industrial chemical production (SF6 manufacturing).,50,,,,,,,
phosphorous chloride production,phosphorous chloride,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/inorganics,throughput_process,0.9,Chemical manufacturing process (phosphorus chloride).,50,,,,,,,
trichloroborane production,trichloroborane,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/inorganics,throughput_process,0.9,Chemical production (trichloroborane manufacture).,50,,,,,,,
"lithium chloride production, from lithium carbonate and hydrochloric acid",lithium chloride,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/inorganics,throughput_process,0.9,Chemical production (lithium chloride manufacture).,50,,,,,,,
helium purification,helium,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/inorganics,throughput_process,0.9,Gas purification/industrial processing (helium).,50,,,,,,,
boric oxide production,boric oxide,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/inorganics,throughput_process,0.9,Chemical production (boric oxide manufacturing).,50,,,,,,,
"allyl chloride production, reaction of propylene and chlorine","hydrochloric acid, without water, in 30% solution state",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/organics,throughput_process,0.9,Organic chemical production (allyl chloride synthesis).,50,,,,,,,
vinyl fluoride production,hydrogen fluoride,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/organics,throughput_process,0.9,Chemical production (vinyl fluoride manufacture).,50,,,,,,,
"carbon disulfide production, from natural gas",carbon disulfide,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/organics,throughput_process,0.9,Chemical production (carbon disulfide manufacturing).,50,,,,,,,
"chlorobenzenes production, benzene chlorination","hydrochloric acid, without water, in 30% solution state",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/organics,throughput_process,0.9,Organic chemical production (chlorobenzenes synthesis).,50,,,,,,,
"carbon disulfide production, from charcoal",carbon disulfide,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",chemicals/organics,throughput_process,0.9,Chemical production (carbon disulfide from charcoal).,50,,,,,,,
desulfurisation of hard coal flue gas,"SOx retained, in hard coal flue gas desulfurisation","3510:Electric power generation, transmission and distribution","34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",hard coal/power plants,throughput_process,0.9,Flue gas desulfurisation process (pollution control in power plants).,50,,,,,,,
desulfurisation of lignite flue gas,"SOx retained, in lignite flue gas desulfurisation","3510:Electric power generation, transmission and distribution","34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",lignite/power plants,throughput_process,0.9,Flue gas desulfurisation process (lignite power plant emission control).,50,,,,,,,
primary lead production from concentrate,sulfuric acid,2420:Manufacture of basic precious and other non-ferrous metals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",metals/extraction,throughput_process,0.9,Primary metal smelting/refining process (lead production).,50,,,,,,,
"lithium production, lithium chloride electrolysis","chlorine, gaseous",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",metals/extraction,throughput_process,0.9,Lithium production process (electrolysis).,50,,,,,,,
indium production,indium,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",metals/extraction,throughput_process,0.9,Metal production/extraction process (indium).,50,,,,,,,
"tellurium production, semiconductor-grade","tellurium, semiconductor-grade",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",metals/extraction,throughput_process,0.9,Tellurium production (semiconductor-grade manufacturing).,50,,,,,,,
