market,method,impact category,unit,layer 1 group,component,absolute contribution,score per kg H2,share of total impact (%)
Chemicals,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Ammonia leakage — Coal gasification with CCS,6.974469071858017e-10,0.0021021282671600202,3.31781327562877e-05
Chemicals,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Biomass gasification,4.747064639806812e-09,0.0021021282671600202,0.00022582183561139715
Chemicals,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Biomass gasification with CCS,0.0004901456854299213,0.0021021282671600202,23.316640239660977
Chemicals,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Coal gasification with CCS,7.3781443017206825e-09,0.0021021282671600202,0.00035098449590274393
Chemicals,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,PEM electrolysis,0.001530061787191866,0.0021021282671600202,72.78631904127252
Chemicals,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Steam methane reforming with CCS,3.926323242726247e-06,0.0021021282671600202,0.18677848084078705
Generic,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Hydrogen distribution,Hydrogen distribution,9.747707000007316e-05,0.002121623679998039,4.5944561667111135
Generic,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Hydrogen distribution,Hydrogen leakage — distribution,0.0,0.002121623679998039,0.0
Generic,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Ammonia leakage — Coal gasification with CCS,6.974469071858017e-10,0.002121623679998039,3.287326182117492e-05
Generic,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Biomass gasification,4.747064639806812e-09,0.002121623679998039,0.00022374677868467228
Generic,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Biomass gasification with CCS,0.0004901456854299213,0.002121623679998039,23.102385689359117
Generic,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Coal gasification with CCS,7.3781443017206825e-09,0.002121623679998039,0.0003477593303317345
Generic,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,PEM electrolysis,0.001530061787191866,0.002121623679998039,72.11749197639423
Generic,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Steam methane reforming with CCS,3.926323242726247e-06,0.002121623679998039,0.1850621898568683
Other end uses,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Hydrogen distribution,Hydrogen distribution,0.0002498784098638972,0.0022740250209302973,10.988375570365212
Other end uses,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Hydrogen distribution,Hydrogen leakage — distribution,0.0,0.0022740250209302973,0.0
Other end uses,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Ammonia leakage — Coal gasification with CCS,6.974469071858017e-10,0.0022740250209302973,3.067015097751555e-05
Other end uses,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Biomass gasification,4.747064639806812e-09,0.0022740250209302973,0.00020875164503971911
Other end uses,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Biomass gasification with CCS,0.0004901456854299213,0.0022740250209302973,21.55410256785143
Other end uses,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Coal gasification with CCS,7.3781443017206825e-09,0.0022740250209302973,0.0003244530835769918
Other end uses,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,PEM electrolysis,0.001530061787191866,0.0022740250209302973,67.28429868225118
Other end uses,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Steam methane reforming with CCS,3.926323242726247e-06,0.0022740250209302973,0.1726596324397521
Steel,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Hydrogen distribution,Hydrogen distribution,0.00020900161225849255,0.002233148223938479,9.359056869493779
Steel,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Hydrogen distribution,Hydrogen leakage — distribution,0.0,0.002233148223938479,0.0
Steel,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Ammonia leakage — Coal gasification with CCS,6.974469071858017e-10,0.002233148223938479,3.123155461466653e-05
Steel,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Biomass gasification,4.747064639806812e-09,0.002233148223938479,0.00021257275217650704
Steel,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Biomass gasification with CCS,0.0004901456854299213,0.002233148223938479,21.948640944463534
Steel,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Coal gasification with CCS,7.3781443017206825e-09,0.002233148223938479,0.0003303920547068864
Steel,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,PEM electrolysis,0.001530061787191866,0.002233148223938479,68.51590820484729
Steel,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Steam methane reforming with CCS,3.926323242726247e-06,0.002233148223938479,0.17582009114476108
Transport,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Hydrogen distribution,Hydrogen distribution,0.000250587730789052,0.002274734340270223,11.016131701747813
Transport,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Hydrogen distribution,Hydrogen leakage — distribution,0.0,0.002274734340270223,0.0
Transport,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Ammonia leakage — Coal gasification with CCS,6.974469071858017e-10,0.002274734340270223,3.066058725358451e-05
Transport,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Biomass gasification,4.747064639806812e-09,0.002274734340270223,0.00020868655103008173
Transport,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Biomass gasification with CCS,0.0004901456854299213,0.002274734340270223,21.54738145693511
Transport,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Coal gasification with CCS,7.3781443017206825e-09,0.002274734340270223,0.0003243519109508062
Transport,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,PEM electrolysis,0.001530061787191866,0.002274734340270223,67.26331774681455
Transport,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",eutrophication: marine,kg N-Eq,Production technology,Steam methane reforming with CCS,3.926323242726247e-06,0.002274734340270223,0.17260579282677144
Cement,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Hydrogen distribution,Hydrogen distribution,3.0047470929722874e-10,2.952165795077398e-09,10.178110924469642
Cement,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Hydrogen distribution,Hydrogen leakage — distribution,0.0,2.952165795077398e-09,0.0
Cement,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Ammonia leakage — Coal gasification with CCS,0.0,2.952165795077398e-09,0.0
Cement,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Biomass gasification,5.618724878518955e-15,2.952165795077398e-09,0.0001903255192471887
Cement,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Biomass gasification with CCS,5.672987202801557e-10,2.952165795077398e-09,19.21635706321442
Cement,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Coal gasification with CCS,8.773518902851243e-16,2.952165795077398e-09,2.971892336629835e-05
Cement,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,PEM electrolysis,2.0800523411610784e-09,2.952165795077398e-09,70.45852047434026
Cement,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Steam methane reforming with CCS,4.333532169723023e-12,2.952165795077398e-09,0.14679162589543548
Chemicals,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Hydrogen distribution,Hydrogen distribution,1.2893556547312326e-10,2.7806266490400944e-09,4.636924756426159
Chemicals,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Hydrogen distribution,Hydrogen leakage — distribution,0.0,2.7806266490400944e-09,0.0
Chemicals,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Ammonia leakage — Coal gasification with CCS,0.0,2.7806266490400944e-09,0.0
Chemicals,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Biomass gasification,5.618724878518955e-15,2.7806266490400944e-09,0.00020206685714022795
Chemicals,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Biomass gasification with CCS,5.672987202801557e-10,2.7806266490400944e-09,20.401829942757473
Chemicals,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Coal gasification with CCS,8.773518902851243e-16,2.7806266490400944e-09,3.1552308203188535e-05
Chemicals,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,PEM electrolysis,2.0800523411610784e-09,2.7806266490400944e-09,74.805164579687
Chemicals,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Steam methane reforming with CCS,4.333532169723023e-12,2.7806266490400944e-09,0.15584732208543747
Generic,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Hydrogen distribution,Hydrogen distribution,1.6116945684140405e-10,2.812860538487097e-09,5.729735073466863
Generic,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Hydrogen distribution,Hydrogen leakage — distribution,0.0,2.812860538487097e-09,0.0
Generic,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Ammonia leakage — Coal gasification with CCS,0.0,2.812860538487097e-09,0.0
Generic,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Biomass gasification,5.618724878518955e-15,2.812860538487097e-09,0.00019975127816116323
Generic,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Biomass gasification with CCS,5.672987202801557e-10,2.812860538487097e-09,20.16803579552076
Generic,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Coal gasification with CCS,8.773518902851243e-16,2.812860538487097e-09,3.1190735490818535e-05
Generic,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,PEM electrolysis,2.0800523411610784e-09,2.812860538487097e-09,73.94793708044406
Generic,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Steam methane reforming with CCS,4.333532169723023e-12,2.812860538487097e-09,0.1540613944569688
Other end uses,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Hydrogen distribution,Hydrogen distribution,3.2385691647455653e-10,2.975547998366787e-09,10.883941937831771
Other end uses,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Hydrogen distribution,Hydrogen leakage — distribution,0.0,2.975547998366787e-09,0.0
Other end uses,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Ammonia leakage — Coal gasification with CCS,0.0,2.975547998366787e-09,0.0
Other end uses,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Biomass gasification,5.618724878518955e-15,2.975547998366787e-09,0.00018882991911415813
Other end uses,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Biomass gasification with CCS,5.672987202801557e-10,2.975547998366787e-09,19.065352687690925
Other end uses,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Coal gasification with CCS,8.773518902851243e-16,2.975547998366787e-09,2.9485388599568332e-05
Other end uses,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,PEM electrolysis,2.0800523411610784e-09,2.975547998366787e-09,69.90484920097991
Other end uses,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Steam methane reforming with CCS,4.333532169723023e-12,2.975547998366787e-09,0.14563812017489228
Steel,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Hydrogen distribution,Hydrogen distribution,3.0047470929722874e-10,2.952165795077398e-09,10.178110924469642
Steel,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Hydrogen distribution,Hydrogen leakage — distribution,0.0,2.952165795077398e-09,0.0
Steel,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Ammonia leakage — Coal gasification with CCS,0.0,2.952165795077398e-09,0.0
Steel,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Biomass gasification,5.618724878518955e-15,2.952165795077398e-09,0.0001903255192471887
Steel,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Biomass gasification with CCS,5.672987202801557e-10,2.952165795077398e-09,19.21635706321442
Steel,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Coal gasification with CCS,8.773518902851243e-16,2.952165795077398e-09,2.971892336629835e-05
Steel,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,PEM electrolysis,2.0800523411610784e-09,2.952165795077398e-09,70.45852047434026
Steel,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Steam methane reforming with CCS,4.333532169723023e-12,2.952165795077398e-09,0.14679162589543548
Transport,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Hydrogen distribution,Hydrogen distribution,2.6385357030001805e-10,2.9155446549338444e-09,9.049889524192697
Transport,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Hydrogen distribution,Hydrogen leakage — distribution,0.0,2.9155446549338444e-09,0.0
Transport,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Ammonia leakage — Coal gasification with CCS,0.0,2.9155446549338444e-09,0.0
Transport,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Biomass gasification,5.618724878518955e-15,2.9155446549338444e-09,0.00019271613175296908
Transport,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Biomass gasification with CCS,5.672987202801557e-10,2.9155446549338444e-09,19.457727026068415
Transport,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Coal gasification with CCS,8.773518902851243e-16,2.9155446549338444e-09,3.009221240362144e-05
Transport,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,PEM electrolysis,2.0800523411610784e-09,2.9155446549338444e-09,71.34352539039661
Transport,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: carcinogenic,CTUh,Production technology,Steam methane reforming with CCS,4.333532169723023e-12,2.9155446549338444e-09,0.14863542434136903
Cement,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Hydrogen distribution,Hydrogen distribution,1.8743222133857096e-08,1.5872048430505295e-07,11.80894968656569
Cement,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Hydrogen distribution,Hydrogen leakage — distribution,0.0,1.5872048430505295e-07,0.0
Cement,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Ammonia leakage — Coal gasification with CCS,1.157534437589131e-17,1.5872048430505295e-07,7.292911451583066e-09
Cement,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Biomass gasification,3.8622368627231093e-14,1.5872048430505295e-07,2.4333575339274295e-05
Cement,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Biomass gasification with CCS,7.153678400684202e-09,1.5872048430505295e-07,4.507092094638009
Cement,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Coal gasification with CCS,4.812834790671025e-14,1.5872048430505295e-07,3.0322707316221353e-05
Cement,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,PEM electrolysis,1.3255061858615855e-07,1.5872048430505295e-07,83.51197967075427
Cement,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Steam methane reforming with CCS,2.7287762957609623e-10,1.5872048430505295e-07,0.17192338517039735
Chemicals,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Hydrogen distribution,Hydrogen distribution,7.909918453502679e-09,1.4788718047833086e-07,5.348616714389033
Chemicals,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Hydrogen distribution,Hydrogen leakage — distribution,0.0,1.4788718047833086e-07,0.0
Chemicals,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Ammonia leakage — Coal gasification with CCS,1.157534437589131e-17,1.4788718047833086e-07,7.827145218707705e-09
Chemicals,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Biomass gasification,3.8622368627231093e-14,1.4788718047833086e-07,2.6116103168854606e-05
Chemicals,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Biomass gasification with CCS,7.153678400684202e-09,1.4788718047833086e-07,4.837253896886886
Chemicals,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Coal gasification with CCS,4.812834790671025e-14,1.4788718047833086e-07,3.2543962060161296e-05
Chemicals,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,PEM electrolysis,1.3255061858615855e-07,1.4788718047833086e-07,89.62955285064787
Chemicals,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Steam methane reforming with CCS,2.7287762957609623e-10,1.4788718047833086e-07,0.184517433284949
Generic,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Hydrogen distribution,Hydrogen distribution,9.887398066878349e-09,1.4986465997383985e-07,6.5975514631696885
Generic,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Hydrogen distribution,Hydrogen leakage — distribution,0.0,1.4986465997383985e-07,0.0
Generic,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Ammonia leakage — Coal gasification with CCS,1.157534437589131e-17,1.4986465997383985e-07,7.723865238083404e-09
Generic,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Biomass gasification,3.8622368627231093e-14,1.4986465997383985e-07,2.577149852004666e-05
Generic,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Biomass gasification with CCS,7.153678400684202e-09,1.4986465997383985e-07,4.773425837641067
Generic,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Coal gasification with CCS,4.812834790671025e-14,1.4986465997383985e-07,3.2114541156742e-05
Generic,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,PEM electrolysis,1.3255061858615855e-07,1.4986465997383985e-07,88.44688174603431
Generic,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Steam methane reforming with CCS,2.7287762957609623e-10,1.4986465997383985e-07,0.1820827069061708
Other end uses,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Hydrogen distribution,Hydrogen distribution,2.02085585709886e-08,1.601858204889516e-07,12.61569751261625
Other end uses,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Hydrogen distribution,Hydrogen leakage — distribution,0.0,1.601858204889516e-07,0.0
Other end uses,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Ammonia leakage — Coal gasification with CCS,1.157534437589131e-17,1.601858204889516e-07,7.2261978872778496e-09
Other end uses,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Biomass gasification,3.8622368627231093e-14,1.601858204889516e-07,2.4110978430762522e-05
Other end uses,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Biomass gasification with CCS,7.153678400684202e-09,1.601858204889516e-07,4.465862445782215
Other end uses,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Coal gasification with CCS,4.812834790671025e-14,1.601858204889516e-07,3.00453234623409e-05
Other end uses,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,PEM electrolysis,1.3255061858615855e-07,1.601858204889516e-07,82.7480348644847
Other end uses,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Steam methane reforming with CCS,2.7287762957609623e-10,1.601858204889516e-07,0.17035067694703804
Steel,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Hydrogen distribution,Hydrogen distribution,1.8743222133857096e-08,1.5872048430505295e-07,11.80894968656569
Steel,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Hydrogen distribution,Hydrogen leakage — distribution,0.0,1.5872048430505295e-07,0.0
Steel,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Ammonia leakage — Coal gasification with CCS,1.157534437589131e-17,1.5872048430505295e-07,7.292911451583066e-09
